gene_symbol,tissue,ntpm
FOXL3,testis,2.6
SMIM31,gallbladder,7.4
SMIM31,intestine,23.1
SMIM31,prostate,10.3
TNFSF12-TNFSF13,choroid plexus,7.3
FMN1,retina,27.8
EPPIN-WFDC6,epididymis,60.2
EPPIN-WFDC6,testis,50.1
ENSG00000249141,pancreas,3.3
PCDHA11,brain,3.4
PCDHA11,parathyroid gland,2.5
PCDHA11,retina,2.2
ATP5MGL,bone marrow,1.4
ENSG00000249240,lymphoid tissue,5.5
TMEM150C,epididymis,127.4
NAIP,lymphoid tissue,31.0
H2AL1Q,testis,7.4
SPATS1,epididymis,5.5
SPATS1,fallopian tube,7.2
SPATS1,testis,20.6
ENSG00000249590,liver,1.8
ENSG00000249590,retina,6.3
THEGL,testis,3.3
FER1L5,testis,4.0
ENSG00000249773,testis,2.6
HS3ST5,brain,6.9
HS3ST5,skeletal muscle,3.0
HS3ST5,urinary bladder,2.1
LGALS16,placenta,5.4
RNF103-CHMP3,bone marrow,3.9
RNF103-CHMP3,heart muscle,3.9
GOLGA8K,testis,4.9
GBA3,intestine,161.4
GBA3,kidney,166.9
GBA3,liver,211.1
TERB1,testis,11.7
ENSG00000249967,tongue,1.5
TMEM158,brain,82.8
TMEM158,endometrium 1,60.4
IGKV1D-37,intestine,11.9
IGKV1D-37,stomach 1,14.2
IGKV1D-37,urinary bladder,18.9
YJEFN3,brain,202.9
PCDHA10,brain,7.7
ENSG00000250264,lymphoid tissue,6.1
GIMD1,intestine,25.8
TRMT9B,brain,64.0
TRMT9B,choroid plexus,82.2
TRMT9B,retina,22.7
TRMT9B,thyroid gland,31.5
ENSG00000250349,skeletal muscle,4.4
GYPB,bone marrow,59.4
TUNAR,brain,48.4
KIAA1210,epididymis,39.4
KIAA1210,seminal vesicle,19.7
KIAA1210,testis,30.6
ENSG00000250424,blood vessel,1.2
CHCHD10,heart muscle,1596.3
CHCHD10,skeletal muscle,1222.7
GPR162,brain,143.5
GPR162,choroid plexus,72.9
ATP6V1E2,testis,27.0
LY6G6F-LY6G6D,testis,2.5
ENSG00000250644,adrenal gland,198.1
ENSG00000250644,blood vessel,79.3
CCDC169-SOHLH2,testis,9.6
P3R3URF,testis,133.6
SELENOP,intestine,1966.1
SELENOP,liver,5860.1
NT5C1B-RDH14,testis,15.4
PRODH2,kidney,154.3
PRODH2,liver,187.9
ENSG00000250803,testis,185.2
IGKV2D-40,lymphoid tissue,108.6
PTTG1IP2,testis,12.3
ENSG00000251184,retina,2.3
ENSG00000251184,skeletal muscle,1.4
RFPL4B,testis,1.5
ALG1L2,retina,2.4
SHANK3,brain,155.9
SHANK3,lymphoid tissue,119.5
MSANTD3-TMEFF1,brain,31.6
CENPS-CORT,testis,33.3
IGKV1D-39,intestine,2729.5
IGKV1D-39,lymphoid tissue,6055.0
IGKV1D-39,stomach 1,2126.1
ENSG00000251569,retina,16.6
ENSG00000251569,testis,8.0
PRB1,salivary gland,5973.3
PCDHA12,brain,1.6
PCDHA12,lung,1.4
PCDHGA12,brain,9.2
TRBV6-7,lymphoid tissue,1.2
TRBV6-7,pancreas,1.5
TRBV6-7,testis,1.2
C8orf88,testis,85.6
SHLD3,bone marrow,16.5
TRBV7-7,lymphoid tissue,7.6
HOXA10,cervix,44.8
HOXA10,endometrium 1,66.9
HOXA10,skeletal muscle,60.5
TMEM200B,endometrium 1,58.0
PCDHGB6,brain,10.7
SERPINE3,pancreas,1.2
SERPINE3,retina,1.7
C1orf210,intestine,41.2
TRNP1,esophagus,81.2
TRNP1,retina,78.2
TRNP1,stomach 1,117.5
TRBV7-4,lymphoid tissue,23.7
TRBV7-4,pancreas,9.1
SMIM18,brain,8.8
SMIM18,pituitary gland,5.0
SMIM18,retina,3.4
NACA2,testis,59.5
PCDHGA7,brain,3.9
SLC10A5,intestine,3.7
SLC10A5,liver,10.6
EIF5AL1,testis,9.9
PRSS51,brain,18.0
ETV3L,choroid plexus,8.7
PCDHGA10,brain,14.9
CLDN23,intestine,15.4
CLDN23,stomach 1,14.8
LYN,bone marrow,69.6
LYN,lymphoid tissue,80.3
CD8B2,lymphoid tissue,6.9
IGHV8-51-1,lymphoid tissue,1.4
PCDHGB1,brain,11.9
LRRC24,pituitary gland,12.5
SIGLEC14,bone marrow,22.0
SIGLEC14,lymphoid tissue,21.0
AP5B1,bone marrow,41.5
SIGLEC12,intestine,4.3
SIGLEC12,lymphoid tissue,16.1
PABPC4L,placenta,9.6
OMP,intestine,2.5
OMP,liver,1.3
MAGEL2,brain,14.6
MAGEL2,pituitary gland,8.3
CSNK2A3,skeletal muscle,1.7
ARMS2,placenta,1.3
ARMS2,testis,2.7
INS,pancreas,12197.1
RTL1,adrenal gland,1.5
RTL1,brain,4.2
RTL1,placenta,2.7
IGLL5,intestine,384.8
IGLL5,lymphoid tissue,632.7
IGLL5,salivary gland,263.6
IGLL5,stomach 1,290.6
MEX3A,ovary,5.6
CKLF-CMTM1,testis,5.8
NPIPA2,brain,22.2
ENSG00000254979,bone marrow,12.5
ENSG00000254979,liver,6.8
ENSG00000254979,placenta,6.6
KRTAP5-9,testis,3.0
SAA2-SAA4,liver,95.6
CHMP1B,skeletal muscle,344.7
EID3,testis,57.2
GLYATL1B,breast,6.8
GLYATL1B,lymphoid tissue,2.6
HTD2,skeletal muscle,41.0
CCDC166,testis,3.9
FXYD6-FXYD2,kidney,6.8
FXYD6-FXYD2,salivary gland,4.2
PRR23D1,epididymis,175.9
SMIM35,bone marrow,1.2
SMIM35,kidney,1.1
OR8G5,testis,2.5
NOX5,lymphoid tissue,8.1
CCDC179,testis,26.1
PRR23D2,testis,2.0
HCAR3,bone marrow,25.8
HCAR3,esophagus,16.6
HCAR3,lymphoid tissue,19.2
HCAR3,skin 1,17.8
EBLN2,bone marrow,14.6
ENSG00000255432,skeletal muscle,1.0
CARD18,skin 1,40.1
NPIPB8,testis,16.9
NEDD8-MDP1,skeletal muscle,1.2
NEDD8-MDP1,testis,1.1
TRAV1-1,lymphoid tissue,16.6
RAB44,bone marrow,55.6
ENSG00000255639,intestine,21.7
ENSG00000255639,tongue,17.3
ENSG00000255641,brain,6.4
ENSG00000255641,lymphoid tissue,4.4
TRIL,brain,38.0
TIFAB,lymphoid tissue,5.3
CYP2A6,liver,1507.9
COA8,skeletal muscle,114.3
DNAAF4,retina,27.4
SMLR1,liver,52.9
ZNF486,thyroid gland,32.4
HMBS,bone marrow,160.0
ENSG00000256349,retina,2.1
ASIC5,intestine,2.2
DND1,brain,3.3
DND1,testis,11.6
SALL3,brain,8.5
SALL3,cervix,2.2
SALL3,kidney,2.8
SALL3,prostate,5.2
SALL3,vagina,6.8
ENSG00000256500,skeletal muscle,21.3
ENSG00000256500,tongue,15.3
TRAV1-2,lymphoid tissue,17.9
OR13A1,urinary bladder,1.0
TRDV3,epididymis,11.8
TRDV3,lymphoid tissue,8.5
CLEC12B,bone marrow,5.2
CLEC12B,skin 1,4.2
CLEC12B,testis,12.5
LIMS4,blood vessel,8.0
PGA5,stomach 1,35793.5
STH,brain,1.1
KLRF2,skin 1,11.2
CAPNS2,esophagus,82.6
CAPNS2,skin 1,99.0
CAPNS2,vagina,33.3
SLC5A8,cervix,19.0
SLC5A8,kidney,5.2
SLC5A8,thyroid gland,14.6
LIMS3,blood vessel,7.1
KHDC1L,brain,7.2
KHDC1L,testis,5.0
GPR142,stomach 1,1.7
HP,liver,55848.1
SLCO1B3-SLCO1B7,breast,20.3
C11orf97,brain,10.4
C11orf97,choroid plexus,10.8
C11orf97,fallopian tube,18.0
C11orf97,testis,18.2
NHLRC4,fallopian tube,11.0
NHLRC4,kidney,9.5
MGAM,epididymis,24.1
MGAM,intestine,82.5
FNTB,brain,136.3
ENSG00000257390,testis,8.2
ZNF625,retina,8.2
GALNT4,stomach 1,29.9
MGAM2,intestine,5.5
MGAM2,pancreas,3.8
MGAM2,salivary gland,8.1
ENSG00000257767,adipose tissue,60.1
ENSG00000257767,skeletal muscle,35.6
TEX49,testis,19.6
MAP1LC3B2,brain,5.8
PRSS58,testis,24.4
CLEC5A,bone marrow,39.0
ZNF578,testis,5.9
RNASE12,epididymis,656.9
SPESP1,testis,68.1
ENSG00000258529,testis,1.0
SERPINA2,epididymis,101.0
SYNJ2BP-COX16,testis,9.7
ENSG00000258674,brain,9.1
ENSG00000258691,esophagus,1.7
ENSG00000258691,urinary bladder,1.4
C20orf141,testis,124.1
PINX1,cervix,1.6
PINX1,vagina,4.6
RNASE4,liver,447.2
MC1R,pituitary gland,31.2
MC1R,testis,29.6
ENSG00000258881,retina,1.2
TUBB3,brain,344.3
TMEM179,brain,60.6
TMEM179,pituitary gland,71.1
ENSG00000258989,retina,8.2
TSPY1,testis,7.1
FPGT-TNNI3K,heart muscle,8.7
ENSG00000259060,epididymis,3.5
TRAV30,lymphoid tissue,12.7
SMIM6,fallopian tube,22.7
SMIM6,kidney,21.7
SMIM6,stomach 1,31.3
SMIM6,testis,25.1
ENSG00000259171,liver,107.6
ITGB3,blood vessel,37.6
ITGB3,thyroid gland,52.7
SLC35G6,testis,5.3
IGHV4OR15-8,intestine,1.8
IGHV4OR15-8,lymphoid tissue,1.3
IGHV4OR15-8,urinary bladder,1.9
IGHV2OR16-5,epididymis,4.5
IGHV2OR16-5,intestine,1.7
IGHV2OR16-5,lymphoid tissue,3.0
IGHV2OR16-5,salivary gland,1.3
IGHV2OR16-5,stomach 1,4.9
ST20-MTHFS,liver,90.0
GH1,pituitary gland,56119.9
CTXND1,brain,25.1
CTXND1,liver,8.7
IGHV3OR15-7,intestine,1.9
IGHV3OR15-7,stomach 1,1.7
IGHV3OR16-17,intestine,10.7
IGHV3OR16-17,lymphoid tissue,22.7
IGHV3OR16-17,stomach 1,11.0
ENSG00000259784,bone marrow,1.8
ENSG00000259784,intestine,1.0
SLC22A31,brain,132.8
LYPD8,intestine,202.5
AQP7B,adipose tissue,29.7
TGFBR3L,pituitary gland,33.1
HOXB7,epididymis,127.6
SPDYE6,testis,3.4
CCDC187,fallopian tube,7.1
CCDC187,pituitary gland,6.7
CCDC187,testis,28.3
FRRS1L,brain,26.9
ENSG00000260272,kidney,1.4
ARMH2,testis,12.5
TBC1D3G,testis,26.0
MRC1,lung,115.2
HSPB9,testis,65.5
ENSG00000260342,testis,13.4
SCX,brain,22.7
SCX,thyroid gland,32.2
C16orf95,testis,98.4
KCNJ18,skin 1,7.3
ENSG00000260643,brain,19.1
ANKRD20A1,testis,3.9
SERTM2,endometrium 1,25.6
SERTM2,epididymis,39.4
SERTM2,seminal vesicle,71.2
ENSG00000260861,bone marrow,2.6
ENSG00000260861,brain,2.7
ENSG00000260861,lymphoid tissue,2.4
ENSG00000260861,testis,3.1
XKR7,brain,14.5
XKR7,pituitary gland,4.1
XKR7,retina,4.4
ENSG00000260914,skeletal muscle,146.6
SULT1A3,intestine,225.7
TMEM178B,brain,10.7
TMEM178B,heart muscle,10.3
TMEM178B,parathyroid gland,11.2
TMEM178B,tongue,11.2
EPPK1,skin 1,15.2
CLEC19A,brain,1.3
ZNF865,skeletal muscle,35.6
BOP1,skeletal muscle,69.1
GOLGA8T,testis,5.5
MUC22,esophagus,16.7
FIGNL2,kidney,3.6
ENSG00000261341,testis,346.8
PECAM1,placenta,427.4
TUBB8,ovary,2.3
TUBB8,testis,1.7
TP53TG3B,epididymis,4.1
TMEM249,testis,26.3
TPBGL,brain,4.1
TPBGL,testis,4.1
GAN,skin 1,23.5
GOLGA6L7,testis,26.2
LY6L,epididymis,5.8
LY6L,kidney,2.2
SCRT1,brain,76.8
HPR,liver,758.6
ENSG00000261717,skeletal muscle,2.1
ENSG00000261717,testis,1.7
GOLGA8S,testis,3.2
TCF24,kidney,1.0
TCF24,testis,1.4
ENSG00000261793,salivary gland,43.5
GOLGA8H,testis,4.7
MIA,breast,54.1
MIA,pituitary gland,73.8
MIA,salivary gland,40.7
MIA,stomach 1,61.9
SMIM36,retina,10.0
SMIM36,testis,2.6
GFY,testis,1.3
GREP1,lymphoid tissue,2.4
GREP1,skin 1,3.5
C17orf114,brain,6.3
MYMX,adipose tissue,7.1
MYMX,blood vessel,1.9
MYMX,breast,6.7
MYMX,pancreas,5.2
MYMX,stomach 1,2.2
CORO7,bone marrow,65.6
MMP12,intestine,14.8
MMP12,lymphoid tissue,38.1
MMP12,urinary bladder,15.0
CCER2,brain,4.7
CCER2,testis,4.7
SMIM28,intestine,2.5
ENSG00000262660,intestine,2.2
ENSG00000262660,skeletal muscle,1.0
C19orf84,testis,20.6
MYZAP,heart muscle,551.2
DPEP2NB,testis,3.9
TMEM238L,intestine,35.1
TMEM238L,stomach 1,42.6
TMEM238L,urinary bladder,20.2
FAM72C,bone marrow,2.7
FAM72C,lymphoid tissue,4.9
IKBKE,lymphoid tissue,22.7
ENSG00000263620,brain,45.5
MSMB,prostate,8771.6
LINC02210-CRHR1,brain,2.1
GDF2,liver,17.4
LINC00672,brain,13.7
RHEX,cervix,22.9
AKR1C8,epididymis,2.8
AKR1C8,liver,6.7
ANXA8L1,esophagus,174.7
ANXA8L1,skin 1,307.2
MYH4,skeletal muscle,9.9
ENSG00000264668,brain,1.2
NPY4R2,intestine,1.6
GJA5,placenta,80.3
ENSG00000265118,lymphoid tissue,7.8
ANXA8,esophagus,174.6
ANXA8,skin 1,252.1
RBP3,retina,504.0
ZNF488,brain,61.2
ZNF488,intestine,21.1
FSBP,retina,11.1
SRGAP2,brain,122.7
BAHCC1,brain,23.6
RASSF5,bone marrow,103.2
RASSF5,lymphoid tissue,77.5
PNLIPRP2,pancreas,8150.3
ENSG00000266202,pancreas,1.6
KLF14,adrenal gland,1.0
GDF10,lung,17.3
GDF10,retina,17.0
MYO15B,intestine,201.7
IGBP1P2,testis,8.3
ENSG00000266953,bone marrow,1.0
ENSG00000266953,retina,2.4
ENSG00000266953,skeletal muscle,2.5
FXYD1,choroid plexus,1674.5
FXYD1,skeletal muscle,1295.2
ENSG00000267001,testis,13.0
ZNF850,bone marrow,5.1
PTGES3L,skeletal muscle,116.5
PTGES3L,tongue,88.6
ENSG00000267140,lymphoid tissue,4.5
LCN6,epididymis,1493.0
ENSG00000267318,skeletal muscle,23.5
ENSG00000267318,tongue,21.4
ENSG00000267335,pituitary gland,15.5
UPK3BL1,esophagus,259.9
APOC4,liver,585.9
ENSG00000267561,adipose tissue,18.1
ENSG00000267618,testis,4.1
CGB1,pancreas,2.6
EDDM13,epididymis,93.2
ENSG00000267748,blood vessel,5.8
ENSG00000267748,salivary gland,10.9
SMIM22,intestine,178.3
SMIM22,salivary gland,126.4
SMIM22,stomach 1,156.9
NDUFA7,skeletal muscle,253.2
ENSG00000267881,intestine,3.1
CCDC177,brain,4.3
CCDC177,retina,4.1
ENSG00000267952,retina,4.7
ENSG00000267952,skeletal muscle,11.5
MAGEA9B,testis,9.5
SSX4,testis,2.9
ERFL,intestine,2.6
ERFL,lymphoid tissue,2.9
NBPF12,pancreas,54.7
NBPF12,stomach 1,40.6
ENSG00000268083,skeletal muscle,1.3
GABRQ,brain,20.8
GABRQ,cervix,7.2
SLC6A14,lung,15.1
SLC6A14,salivary gland,20.2
ENSG00000268163,retina,1.1
ENSG00000268163,skeletal muscle,1.0
SMIM17,brain,13.4
OPN1MW,retina,12.6
SCGB1C2,pancreas,1.4
ENSG00000268361,brain,1.0
ENSG00000268434,skeletal muscle,1.0
SSX2B,testis,15.9
ENSG00000268465,intestine,1.1
ENSG00000268465,retina,4.6
ENSG00000268465,testis,1.5
NFILZ,testis,1.5
SIGLEC5,bone marrow,27.6
SIGLEC5,lymphoid tissue,12.1
ENSG00000268533,retina,7.8
ENSG00000268533,skin 1,6.2
MAGEA2,testis,3.6
TEX13A,testis,10.0
ENSG00000268643,retina,10.0
CTAG1A,testis,7.8
ENSG00000268655,pancreas,8.5
ENSG00000268655,testis,2.6
ZNF723,testis,3.1
HSFX2,testis,5.1
ENSG00000268790,skeletal muscle,1.7
CSAG2,lymphoid tissue,1.0
CSAG3,lymphoid tissue,2.1
CSAG3,testis,3.9
CT45A1,testis,12.9
ERVV-2,placenta,7.9
SPANXN2,testis,3.3
FAM236B,testis,96.8
CALR3,testis,61.9
ZNF728,testis,9.7
CT45A3,testis,6.1
TRABD2B,blood vessel,20.3
TRABD2B,kidney,15.0
FBXO17,liver,70.5
TMSB15B,ovary,13.1
MAGIX,liver,19.0
SPIB,intestine,25.2
SPIB,lymphoid tissue,93.0
NXF2,epididymis,14.3
NXF2,testis,10.2
OPN1MW3,retina,44.9
NXF2B,epididymis,14.3
NXF2B,testis,6.9
DMRTC1,brain,12.0
DMRTC1,pituitary gland,12.1
ERVV-1,placenta,15.1
CT45A10,testis,8.7
ENSG00000269590,intestine,1.1
ENSG00000269590,lymphoid tissue,1.3
ENSG00000269590,skeletal muscle,1.2
ZIM2,ovary,3.0
ZIM2,placenta,1.9
ZIM2,testis,3.0
ENSG00000269711,bone marrow,20.8
ENSG00000269711,intestine,7.3
ENSG00000269711,lung,17.8
ENSG00000269711,lymphoid tissue,11.9
CCDC194,ovary,2.1
SLC25A53,brain,1.4
SLC25A53,lymphoid tissue,1.7
SSX4B,testis,1.3
RNF225,cervix,2.6
RNF225,esophagus,5.6
RNF225,skin 1,4.2
RNF225,vagina,2.4
EGLN2,testis,223.9
COMMD3-BMI1,retina,9.4
COMMD3-BMI1,testis,5.5
MEI4,kidney,3.9
MEI4,pancreas,1.9
MEI4,testis,3.2
MEI4,thyroid gland,2.0
ZNF559-ZNF177,retina,4.6
ENSG00000270249,skeletal muscle,2.1
PPIAL4H,brain,2.3
HEATR9,testis,9.5
IGHV3OR16-12,intestine,12.9
IGHV3OR16-12,lymphoid tissue,18.9
IGHV3OR16-12,stomach 1,9.2
IGHV3OR16-9,intestine,67.4
IGHV3OR16-9,lymphoid tissue,81.5
IGHV3OR16-9,salivary gland,45.6
IGHV3OR16-9,stomach 1,70.9
IGHV3OR16-9,urinary bladder,47.3
IGHV1OR15-1,lymphoid tissue,73.5
IGHV3-30,intestine,499.5
IGHV3-30,lymphoid tissue,1208.7
IGHV3-30,salivary gland,438.6
IGHV3-30,stomach 1,538.1
IGHV3-30,urinary bladder,355.8
HSPE1-MOB4,adrenal gland,18.0
GAS2L2,choroid plexus,8.5
GAS2L2,fallopian tube,15.0
RPS10-NUDT3,brain,28.7
C17orf50,testis,94.2
RASL10B,brain,33.3
RASL10B,skeletal muscle,29.5
CTAGE15,testis,7.9
IGHV3OR16-8,intestine,30.0
IGHV3OR16-8,lymphoid tissue,46.5
IGHV3OR16-8,stomach 1,32.0
IGHV3OR16-8,urinary bladder,38.9
IGHV3OR16-13,intestine,6.6
IGHV3OR16-13,lymphoid tissue,27.8
IGHV3OR16-13,salivary gland,7.0
UGT2A2,kidney,5.8
UGT2A2,liver,9.2
CTAGE6,testis,13.8
CCL5,bone marrow,114.7
CCL5,lymphoid tissue,126.6
MILR1,lymphoid tissue,23.9
ENSG00000271810,testis,3.6
SMIM32,intestine,12.1
SMIM32,kidney,47.9
ANKRD34A,brain,17.7
ENSG00000272297,testis,28.3
CD24,thyroid gland,1527.8
CFAP206,fallopian tube,21.0
CFAP206,testis,55.2
MUSTN1,blood vessel,1491.2
MUSTN1,skeletal muscle,1710.5
ZNF595,placenta,56.9
DOC2B,brain,53.3
DOC2B,retina,39.0
KRTAP10-7,skin 1,13.0
ENSG00000272822,brain,2.7
ATP6V1FNB,brain,22.8
ATP6V1FNB,kidney,12.3
ATP6V1FNB,skeletal muscle,10.3
RBAK-RBAKDN,testis,54.5
ENSG00000272980,testis,22.2
ENSG00000273047,liver,7.0
ENSG00000273049,skeletal muscle,2.3
GRIN2B,brain,6.8
ENSG00000273088,epididymis,1.4
LYPD4,testis,99.5
ENSG00000273171,liver,1.1
SNURF,brain,90.4
SNURF,skeletal muscle,58.2
H3-7,ovary,23.7
TMEM271,brain,19.6
TMEM271,pituitary gland,6.0
TMEM271,skin 1,3.5
ENSG00000273291,testis,1.0
TBC1D3K,testis,2.0
FOXD4L6,brain,1.3
AGBL1,skeletal muscle,7.0
AGBL1,tongue,21.6
H4C12,bone marrow,20.9
ENSG00000273554,skin 1,1.5
ENSG00000273554,testis,4.3
CWC25,bone marrow,58.7
EPOP,brain,13.5
EPOP,testis,11.1
H2BC14,bone marrow,3.3
H2BC14,choroid plexus,1.9
H2BC14,lymphoid tissue,2.9
LHX1,brain,32.2
LHX1,kidney,10.0
CEACAM20,intestine,35.6
USP27X,brain,17.5
IGKV2-40,intestine,39.9
IGKV2-40,lymphoid tissue,30.9
GOLGA6L1,testis,12.8
H3C8,bone marrow,2.2
H3C8,lymphoid tissue,2.0
CASTOR2,skeletal muscle,61.7
ENSG00000274175,epididymis,5.7
ENSG00000274175,testis,1.4
NATD1,skeletal muscle,37.6
H2AB1,testis,10.6
ANTXRL,testis,12.0
SOCS7,brain,42.7
SOCS7,testis,69.2
TBC1D3H,brain,1.7
TBC1D3H,testis,4.4
GGTLC3,kidney,11.5
GGTLC3,thyroid gland,8.2
GAGE13,testis,51.8
TPTE,testis,105.6
C8orf89,testis,7.1
SEBOX,liver,1.1
IGHV2-70,lymphoid tissue,678.8
IGHV2-70,stomach 1,472.0
DGKK,adrenal gland,3.2
DGKK,brain,4.3
DGKK,pituitary gland,5.7
RIMBP3B,testis,15.4
TBC1D3,choroid plexus,11.7
H2BC17,bone marrow,2.3
H2BC17,lymphoid tissue,2.4
KRTAP7-1,skin 1,22.7
TRBV12-3,lymphoid tissue,56.7
TBC1D3I,testis,6.6
ENSG00000274944,testis,4.7
H2AC12,bone marrow,8.3
ZNF280B,testis,12.5
TP53TG3E,epididymis,2.9
TP53TG3E,testis,2.1
ENSG00000275063,intestine,583.6
ENSG00000275063,lymphoid tissue,715.9
ENSG00000275063,urinary bladder,406.8
GAGE2E,stomach 1,14.5
GAGE2E,testis,52.4
CCL16,liver,112.4
TRBV12-5,lymphoid tissue,44.6
ENSG00000275163,fallopian tube,5.2
ENSG00000275163,kidney,1.4
LENG9,pancreas,28.4
TRBV16,lymphoid tissue,1.3
CCL4,bone marrow,181.9
PRAG1,brain,41.0
PRAG1,thyroid gland,22.0
H3C11,bone marrow,1.2
CCL18,lung,46.6
FCGBP,intestine,192.6
FCGBP,salivary gland,87.6
FCGBP,thyroid gland,93.6
HNF1B,kidney,67.4
HNF1B,pancreas,33.1
C17orf98,testis,18.8
FAM236A,testis,144.8
ENSG00000275674,intestine,1.1
ENSG00000275674,pancreas,1.1
H2BC9,bone marrow,8.6
H2BC9,lymphoid tissue,10.7
H3C1,bone marrow,7.4
H3C1,testis,3.3
CCL15,intestine,77.7
CCL15,liver,40.2
LYZL6,testis,44.0
ENSG00000275740,testis,6.3
TRBV14,lymphoid tissue,42.2
TRBV10-3,lymphoid tissue,82.3
RIMBP3,testis,27.6
ARHGAP23,brain,82.1
ENSG00000275869,testis,1.5
PRSS2,pancreas,229146.3
TBC1D3F,testis,6.4
SPATA31A3,testis,4.4
ENSG00000276017,testis,10.0
DUSP14,skin 1,44.5
SPATA31A7,testis,2.4
UHRF1,bone marrow,25.5
UHRF1,lymphoid tissue,62.6
ORAI1,choroid plexus,63.1
ORAI1,skeletal muscle,57.2
CCL4L2,bone marrow,30.3
CCL4L2,lymphoid tissue,19.3
CCL3L1,bone marrow,10.5
CCL3L1,lung,5.1
H4C9,lymphoid tissue,3.9
PIK3R6,lymphoid tissue,4.5
ENSG00000276345,choroid plexus,33.5
H2AC14,bone marrow,6.9
TRBV13,lymphoid tissue,28.6
CCL14,lymphoid tissue,696.1
H2BC3,bone marrow,1.0
H2BC3,lymphoid tissue,1.0
H2BC3,testis,1.2
FAM25C,cervix,11.6
FAM25C,esophagus,21.2
FAM25C,salivary gland,9.5
FAM25C,skin 1,37.6
FAM25C,vagina,10.1
PCDHGB5,parathyroid gland,18.4
TRBV18,lymphoid tissue,25.6
IGKV1D-13,intestine,97.4
IGKV1D-13,lymphoid tissue,297.3
SPATA31A5,testis,1.4
TRBV11-3,lymphoid tissue,20.5
RAB7B,skin 1,49.2
DACH1,retina,19.3
TRAJ36,retina,24.8
PADI6,ovary,5.5
IGHV4-4,lymphoid tissue,529.6
IGHV4-4,urinary bladder,722.3
TRBV15,lymphoid tissue,43.5
H2AC16,bone marrow,7.1
GSTT4,testis,3.6
TRBV12-4,lymphoid tissue,102.4
H2AC8,breast,37.1
H2AC8,prostate,32.7
TYW1B,choroid plexus,12.3
H4C4,lymphoid tissue,1.9
PRODH,choroid plexus,449.9
CCDC92B,brain,4.6
CCDC92B,retina,3.9
H2BC7,esophagus,8.2
H2BC7,prostate,8.0
IGHV1OR21-1,intestine,3.0
IGHV1OR21-1,lymphoid tissue,5.9
IGHV1OR21-1,stomach 1,3.2
GOLGA6L6,testis,4.8
SRCIN1,brain,76.5
GPR179,retina,12.8
ENSG00000277475,pancreas,7.2
ENSG00000277475,testis,13.3
GPIHBP1,adipose tissue,85.2
GPIHBP1,brain,70.0
GPIHBP1,breast,53.2
PNMA8C,brain,17.5
PNMA8C,pituitary gland,8.1
ENSG00000277535,testis,4.2
NEFL,brain,298.8
NEFL,retina,82.9
ENSG00000277630,testis,3.2
CCL3,bone marrow,72.7
CCL3,lung,35.3
CCL3,lymphoid tissue,48.7
ENSG00000277639,choroid plexus,163.8
TRAC,lymphoid tissue,733.6
H2AB3,testis,24.1
SYT15B,lung,10.3
H3C7,bone marrow,1.5
ENSG00000277836,intestine,89.0
ENSG00000277836,lymphoid tissue,119.9
ENSG00000277836,salivary gland,52.4
ENSG00000277836,stomach 1,64.3
ENSG00000277836,urinary bladder,37.7
ENSG00000277856,intestine,93.5
ENSG00000277856,lymphoid tissue,209.1
ENSG00000277856,stomach 1,87.7
H2AB2,testis,7.5
GOLGA6L22,testis,9.4
SRD5A2,epididymis,22.2
SRD5A2,fallopian tube,19.2
SRD5A2,liver,56.8
SRD5A2,prostate,15.7
SRD5A2,seminal vesicle,17.0
RDM1,testis,11.4
TRBV7-9,lymphoid tissue,51.3
TEX28,testis,8.6
P3R3URF-PIK3R3,testis,20.1
SSTR3,brain,5.5
SSTR3,lymphoid tissue,10.3
SSTR3,testis,7.5
IGLV2-8,intestine,1068.4
IGLV2-8,lymphoid tissue,946.6
ENSG00000278263,intestine,48.8
ENSG00000278263,lymphoid tissue,53.9
ENSG00000278263,urinary bladder,91.4
CT45A6,brain,3.5
CT45A6,pituitary gland,1.3
ENSG00000278384,retina,5.1
H2AC4,bone marrow,1.4
C17orf78,intestine,120.0
POTEB3,testis,4.8
DHRS11,intestine,203.2
TMEM191B,testis,86.1
NR2E3,retina,121.9
H2BC10,bone marrow,2.0
H2BC10,choroid plexus,2.2
H2BC10,lymphoid tissue,2.0
TBC1D3E,testis,3.4
ENSG00000278633,testis,32.9
H4C1,bone marrow,1.6
H4C1,lymphoid tissue,3.2
ENSG00000278646,testis,2.3
TRAJ37,lymphoid tissue,21.5
TRAJ37,retina,25.9
GOLGA6L10,testis,9.2
H2AC17,bone marrow,3.0
IQCA1L,testis,4.1
H4C2,bone marrow,2.2
H4C2,choroid plexus,2.3
H4C2,lymphoid tissue,2.2
ENSG00000278817,choroid plexus,75.0
ENSG00000278817,heart muscle,51.8
ENSG00000278817,skeletal muscle,107.0
ENSG00000278817,tongue,125.6
TP53TG3F,epididymis,9.9
TP53TG3F,testis,4.2
IGKV1D-12,intestine,27.4
IGKV1D-12,lymphoid tissue,44.6
IGKV1D-12,salivary gland,34.3
OR4N4C,testis,2.3
ENSG00000279983,epididymis,1.6
PCDH20,brain,7.8
PCDH20,smooth muscle,7.8
IGHV1-69D,lymphoid tissue,2700.4
IGHV1-69D,stomach 1,929.5
ENSG00000280571,retina,7.1
LINC02203,testis,5.5
PAGR1,brain,54.3
RPS4Y2,prostate,1.8
